annotator,conclusion_id,conclusion_sentence,conclusion,premise_1_id,premise_1_sentence,premise_1,premise_2_id,premise_2_sentence,premise_2,premise_3_id,premise_3_sentence,premise_3,premise_4_id,premise_4_sentence,premise_4,premise_5_id,premise_5_sentence,premise_5,premise_6_id,premise_6_sentence,premise_6,premise_7_id,premise_7_sentence,premise_7,premise_8_id,premise_8_sentence,premise_8
DZ,966,"Jeżeli chodzi o protesty, jest wolność demonstrowania, oczywiście, natomiast jesteśmy na stanowisku chronienia dzieci, praw dziecka, to także przed brutalnymi obrazami.",Prawo do demonstracji powinno mieć swoje ograniczenia w obszarze pokazywanych treści.,966,"Jeżeli chodzi o protesty, jest wolność demonstrowania, oczywiście, natomiast jesteśmy na stanowisku chronienia dzieci, praw dziecka, to także przed brutalnymi obrazami.",Dzieci powinny być chronione przed brutalnymi obrazami.,967,"Są też filmy, których z powodu brutalnych scen nie można dzieciom do określonego wieku oglądać, natomiast jeżeli idą ulicą, to mogą się przypadkiem natknąć na obrazy, które nie powinny być im prezentowane.",Niektóre filmy mają ograniczenia wiekowe z powodu brutalnych scen.,,,,,,,,,,,,,,,,,,
KW,966,"Jeżeli chodzi o protesty, jest wolność demonstrowania, oczywiście, natomiast jesteśmy na stanowisku chronienia dzieci, praw dziecka, to także przed brutalnymi obrazami.",Obrazy antyaborcyjne nie powinny być objęte wolnością zgromadzeń ,967,"Są też filmy, których z powodu brutalnych scen nie można dzieciom do określonego wieku oglądać, natomiast jeżeli idą ulicą, to mogą się przypadkiem natknąć na obrazy, które nie powinny być im prezentowane.","Są filmy, których z powodu brutalnych scen nie można dzieciom do określonego wieku oglądać,",967,"Są też filmy, których z powodu brutalnych scen nie można dzieciom do określonego wieku oglądać, natomiast jeżeli idą ulicą, to mogą się przypadkiem natknąć na obrazy, które nie powinny być im prezentowane.","Dzieci mogą się przypadkiem natknąć na obrazy, które nie powinny być im prezentowane.",,,,,,,,,,,,,,,,,,
HŁ,966,"Jeżeli chodzi o protesty, jest wolność demonstrowania, oczywiście, natomiast jesteśmy na stanowisku chronienia dzieci, praw dziecka, to także przed brutalnymi obrazami.",Powinno się chronić dzieci przed brutalnymi obrazami.,966,"Jeżeli chodzi o protesty, jest wolność demonstrowania, oczywiście, natomiast jesteśmy na stanowisku chronienia dzieci, praw dziecka, to także przed brutalnymi obrazami.",Jesteśmy na stanowisku chronienia dzieci,967,"Są też filmy, których z powodu brutalnych scen nie można dzieciom do określonego wieku oglądać, natomiast jeżeli idą ulicą, to mogą się przypadkiem natknąć na obrazy, które nie powinny być im prezentowane.","Dzieci mogą się przypadkiem natknąć na obrazy, które nie powinny być im prezentowane.",,,,,,,,,,,,,,,,,,
MI,966,"Jeżeli chodzi o protesty, jest wolność demonstrowania, oczywiście, natomiast jesteśmy na stanowisku chronienia dzieci, praw dziecka, to także przed brutalnymi obrazami.",Podczas demonstracji nie powinny być pokazywane brutalne obrazy płodów.,966,"Jeżeli chodzi o protesty, jest wolność demonstrowania, oczywiście, natomiast jesteśmy na stanowisku chronienia dzieci, praw dziecka, to także przed brutalnymi obrazami.","Powinniśmy chronienić dzieci, praw dziecki, to także przed brutalnymi obrazami.",967,"Są też filmy, których z powodu brutalnych scen nie można dzieciom do określonego wieku oglądać, natomiast jeżeli idą ulicą, to mogą się przypadkiem natknąć na obrazy, które nie powinny być im prezentowane.","Niekonsekwencją jest, że są filmy, których z powodu brutalnych scen nie można dzieciom do określonego wieku oglądać, natomiast jeżeli idą ulicą, to mogą się przypadkiem natknąć na obrazy, które nie powinny być im prezentowane.",,,,,,,,,,,,,,,,,,
WG,966,"Jeżeli chodzi o protesty, jest wolność demonstrowania, oczywiście, natomiast jesteśmy na stanowisku chronienia dzieci, praw dziecka, to także przed brutalnymi obrazami.",Wolność demonstrowania nie powinna naruszać praw dziecka.,938,"Jeżeli chodzi o protesty, jest wolność demonstrowania, oczywiście, natomiast jesteśmy na stanowisku chronienia dzieci, praw dziecka, to także przed brutalnymi obrazami.",Jesteśmy na stanowisku chronienia dzieci przed brutalnymi obrazami.,967,"Są też filmy, których z powodu brutalnych scen nie można dzieciom do określonego wieku oglądać, natomiast jeżeli idą ulicą, to mogą się przypadkiem natknąć na obrazy, które nie powinny być im prezentowane.","Są filmy, których z powodu brutalnych scen nie można dzieciom do określonego wieku oglądać, natomiast jeżeli idą ulicą, to mogą się przypadkiem natknąć na obrazy, które nie powinny być im prezentowane.",,,,,,,,,,,,,,,,,,
ZP,967,"Są też filmy, których z powodu brutalnych scen nie można dzieciom do określonego wieku oglądać, natomiast jeżeli idą ulicą, to mogą się przypadkiem natknąć na obrazy, które nie powinny być im prezentowane.",Protesty przeciwko aborcji odbywające się na ulicach są szkodliwe dla dzieci.,966,"Jeżeli chodzi o protesty, jest wolność demonstrowania, oczywiście, natomiast jesteśmy na stanowisku chronienia dzieci, praw dziecka, to także przed brutalnymi obrazami.","W Polsce jest wolność demonstrowania, natomiast należy chronić dzieci przed brutalnymi obrazami.",967,"Są też filmy, których z powodu brutalnych scen nie można dzieciom do określonego wieku oglądać, natomiast jeżeli idą ulicą, to mogą się przypadkiem natknąć na obrazy, które nie powinny być im prezentowane.","Przeciwnicy aborcji prezentują na ulicach brutalne sceny i obrazki, które nie powinne być prezentowane dzieciom.",,,,,,,,,,,,,,,,,,
HŁ,976,"Powiem tak, podpisuję się pod tym, jeżeli chodzi o dzieciaki.",Demonstranci nie powinni wykorzystywać gorszących zdjęć.,976,"Powiem tak, podpisuję się pod tym, jeżeli chodzi o dzieciaki.",Zdjęcia wystawiane są na widok dzieci.,977,"Podpisuje się też pod kwestią taką, że pacjentki, to jest dla pacjentek bardzo trudne, bo pacjentki, które w tym momencie trafiają do szpitali, w których są wykonywane aborcje, trafiają z ciąż chcianych, tylko z ciąż patologicznych z chorymi dziećmi, więc one bardzo ciężko przechodzą przez…","Zdjęcia wystawiane są na widok pacjentek, dla których aborcja to traumatyczne przeżycie.",,,,,,,,,,,,,,,,,,
MI,976,"Powiem tak, podpisuję się pod tym, jeżeli chodzi o dzieciaki.","Zgadzam się, że podczas demonstracji nie powinny być pokazywane brutalne obrazy płodów.",976,"Powiem tak, podpisuję się pod tym, jeżeli chodzi o dzieciaki.","Powinniśmy chronienić dzieci, praw dziecki, to także przed brutalnymi obrazami.",977,"Podpisuje się też pod kwestią taką, że pacjentki, to jest dla pacjentek bardzo trudne, bo pacjentki, które w tym momencie trafiają do szpitali, w których są wykonywane aborcje, trafiają z ciąż chcianych, tylko z ciąż patologicznych z chorymi dziećmi, więc one bardzo ciężko przechodzą przez…","Powinniśmy chronić także pacjentki, które trafiają do szpitali, w których są wykonywane aborcje, trafiają nie tylko z ciąż chcianych, tylko z ciąż patologicznych z chorymi dziećmi. One bardzo ciężko przechodzą przez ten zabieg. ",,,,,,,,,,,,,,,,,,
DZ,977,"Podpisuje się też pod kwestią taką, że pacjentki, to jest dla pacjentek bardzo trudne, bo pacjentki, które w tym momencie trafiają do szpitali, w których są wykonywane aborcje, trafiają z ciąż chcianych, tylko z ciąż patologicznych z chorymi dziećmi, więc one bardzo ciężko przechodzą przez…",Prawo do demonstracji powinno mieć swoje ograniczenia w obszarze pokazywanych treści.,977,"Podpisuje się też pod kwestią taką, że pacjentki, to jest dla pacjentek bardzo trudne, bo pacjentki, które w tym momencie trafiają do szpitali, w których są wykonywane aborcje, trafiają z ciąż chcianych, tylko z ciąż patologicznych z chorymi dziećmi, więc one bardzo ciężko przechodzą przez…","Pacjentki, które trafiają do szpitali, w których są wykonywane aborcje, trafiają do tych szpitali z ciąż patologicznych z chorymi dziećmi, więc one bardzo ciężko przechodzą przez…",,,,,,,,,,,,,,,,,,,,,
KW,977,"Podpisuje się też pod kwestią taką, że pacjentki, to jest dla pacjentek bardzo trudne, bo pacjentki, które w tym momencie trafiają do szpitali, w których są wykonywane aborcje, trafiają z ciąż chcianych, tylko z ciąż patologicznych z chorymi dziećmi, więc one bardzo ciężko przechodzą przez…",Obrazy antyaborcyjne są ciężkie dla pacjentek,977,"Podpisuje się też pod kwestią taką, że pacjentki, to jest dla pacjentek bardzo trudne, bo pacjentki, które w tym momencie trafiają do szpitali, w których są wykonywane aborcje, trafiają z ciąż chcianych, tylko z ciąż patologicznych z chorymi dziećmi, więc one bardzo ciężko przechodzą przez…",Pacjentki w klinikach aborcyjnych przechodzą ciężki czas,,,,,,,,,,,,,,,,,,,,,
WG,977,"Podpisuje się też pod kwestią taką, że pacjentki, to jest dla pacjentek bardzo trudne, bo pacjentki, które w tym momencie trafiają do szpitali, w których są wykonywane aborcje, trafiają z ciąż chcianych, tylko z ciąż patologicznych z chorymi dziećmi, więc one bardzo ciężko przechodzą przez…","Dla pacjentek, które trafiają do szpitali, w których są wykonywane aborcje, patrzenie na demonstracje antyaborcyjne jest bardzo trudne.",977,"Podpisuje się też pod kwestią taką, że pacjentki, to jest dla pacjentek bardzo trudne, bo pacjentki, które w tym momencie trafiają do szpitali, w których są wykonywane aborcje, trafiają z ciąż chcianych, tylko z ciąż patologicznych z chorymi dziećmi, więc one bardzo ciężko przechodzą przez…","Pacjentki, które trafiają do szpitali, w których są wykonywane aborcje, są w chcianych ciążach, tylko patologicznych.",,,,,,,,,,,,,,,,,,,,,
KW,990,"Jeżeli obrazy się nie podobają, no ale pewnie są prawdziwe i pewnie w jakiś sposób prezentują to, co widzi właśnie ten odbiorca, który demonstruje i uważam, że ma do tego prawo.",Można pokazywać obrazy antyaborcyjne,990,"Jeżeli obrazy się nie podobają, no ale pewnie są prawdziwe i pewnie w jakiś sposób prezentują to, co widzi właśnie ten odbiorca, który demonstruje i uważam, że ma do tego prawo.",Obrazy prezentują prawdę,992,"Drugie środowiska, po drugiej stronie, kiedy widzieliśmy marsze kobiet, te marsze kobiet też demonstrowały w sposób, w sposób, który nie wszystkim się podobał.",Inne środowiska używają nieprzyzowitych środków,1002,"Myślę, że widzieliśmy w różnych mediach inne bardziej gorszące rzeczy, które spotykamy na różnych innych marszach.",W mediach pojawiają się bardziej gorszące rzeczy,1003,"Dla mnie bardzo nieodpowiednie były marsze w dwa tysiące dwudziestym roku, były ogromnie wulgarne.",Marsze w 2020 roku były ogromnie wulgarne,,,,,,,,,,,,
WG,990,"Jeżeli obrazy się nie podobają, no ale pewnie są prawdziwe i pewnie w jakiś sposób prezentują to, co widzi właśnie ten odbiorca, który demonstruje i uważam, że ma do tego prawo.","Osoba, która demonstruje ma prawo do korzystania z obrazów, które nie podobają się innym.",989,Natomiast no oczywiście jest prawo do demonstrowania.,Jest prawo do demonstrowania.,1002,"Myślę, że widzieliśmy w różnych mediach inne bardziej gorszące rzeczy, które spotykamy na różnych innych marszach.","Widzieliśmy w mediach, że na różnych innych marszach pojawiają się bardziej gorszące rzeczy niż obrazy rozczłonkowanych ludzkich płodów.",990,"Jeżeli obrazy się nie podobają, no ale pewnie są prawdziwe i pewnie w jakiś sposób prezentują to, co widzi właśnie ten odbiorca, który demonstruje i uważam, że ma do tego prawo.","Obrazy pewnie są prawdziwe i  w jakiś sposób prezentują to, co widzi właśnie ten odbiorca, który demonstruje.",,,,1002,,,,,,,,,,,
MS,990,"Jeżeli obrazy się nie podobają, no ale pewnie są prawdziwe i pewnie w jakiś sposób prezentują to, co widzi właśnie ten odbiorca, który demonstruje i uważam, że ma do tego prawo.",Ma prawo do demonstrowania.,990,"Jeżeli obrazy się nie podobają, no ale pewnie są prawdziwe i pewnie w jakiś sposób prezentują to, co widzi właśnie ten odbiorca, który demonstruje i uważam, że ma do tego prawo.","Ma prawo do demonstrowania, jeżeli obrazy są prawdziwe.",,,,,,,,,,,,,,,,,,,,,
ZP,992,"Drugie środowiska, po drugiej stronie, kiedy widzieliśmy marsze kobiet, te marsze kobiet też demonstrowały w sposób, w sposób, który nie wszystkim się podobał.","Zwolennicy aborcji demonstrują czasem w sposób, który nie wszystki się podoba.",993,"Czasami było bardzo wulgarnie, czasami było bardzo nieprzyjemnie.",Czasem za demonstracjach zwolenników aborcji jest wulgarnie i nieprzyjemnie.,994,"W tych demonstracjach uczestniczyły dzieci, pomimo że bardzo ordynarne i wulgarne, wulgarne i sceny, i słowa tam padały, więc no można pytać, która forma demonstracji jest dobra, która jest przyzwoita, a myślę, że tym, jeżeli chodzi o te obrazy, po prostu je stwierdzić…","W demonstracjach zwolenników aborcji uczestniczyły dzieci, pomimo że bardzo ordynarne i wulgarne słowa tam padały.",,,,,,,,,,,,,,,,,,
WG,992,"Drugie środowiska, po drugiej stronie, kiedy widzieliśmy marsze kobiet, te marsze kobiet też demonstrowały w sposób, w sposób, który nie wszystkim się podobał.","Sposób, w jaki środowiska proaborcyjne demonstrowały podczas marszów kobiet był kontrowersyjny.",994,"W tych demonstracjach uczestniczyły dzieci, pomimo że bardzo ordynarne i wulgarne, wulgarne i sceny, i słowa tam padały, więc no można pytać, która forma demonstracji jest dobra, która jest przyzwoita, a myślę, że tym, jeżeli chodzi o te obrazy, po prostu je stwierdzić…","W demonstracjach  podczas marszów kobiet uczestniczyły dzieci, pomimo że pojawiały się tam ordynarne i wulgarne sceny i słowa.",993,"Czasami było bardzo wulgarnie, czasami było bardzo nieprzyjemnie.",Na marszach kobiet było czasami bardzo wulgarnie i nieprzyjemnie.,,,,,,,,,,,,,,,,,,
DZ,1001,"Natomiast nie wiem, czy on jest tak gorszący.",Rozczłonkowane ludzkie płody to nie są bardzo gorszące obrazy.,1002,"Myślę, że widzieliśmy w różnych mediach inne bardziej gorszące rzeczy, które spotykamy na różnych innych marszach.","W mediach są inne, bardziej gorszące rzeczy niż rozczłonkowane ludzkie płody.",,,,,,,,,,,,,,,,,,,,,
WG,1001,"Natomiast nie wiem, czy on jest tak gorszący.",Obrazy rozczłonkowanych ludzkich płodów nie są gorszące.,1002,"Myślę, że widzieliśmy w różnych mediach inne bardziej gorszące rzeczy, które spotykamy na różnych innych marszach.","W różnych mediach widzieliśmy inne bardziej gorszące rzeczy, które spotykamy na różnych innych marszach.",1003,"Dla mnie bardzo nieodpowiednie były marsze w dwa tysiące dwudziestym roku, były ogromnie wulgarne.",Marsze w dwa tysiące dwudziestym roku były ogromnie wulgarne.,1004,"Sama miałam w mojej miejscowości marsz, który w zasadzie skupiał się tylko do przeklinania na ulicy i, a potem wielu telefonów mieszkańców, którzy byli wręcz wystraszeni tym, co się działo na tej ulicy.","Miałam w swojej miejscowości marsz, który w zasadzie skupiał się tylko do przeklinania na ulicy i wielu mieszkańców  było wystraszonych tym, co się działo na tej ulicy.",,,,,,,,,,,,,,,
MS,1001,"Natomiast nie wiem, czy on jest tak gorszący.","Nie wiem, czy obrazek rozczłonkowanych ludzkich płodów jest tak gorszący.",1002,"Myślę, że widzieliśmy w różnych mediach inne bardziej gorszące rzeczy, które spotykamy na różnych innych marszach.","Widzieliśmy w różnych mediach inne bardziej gorszące rzeczy, które spotykamy na różnych innych marszach.",,,,,,,,,,,,,,,,,,,,,
DZ,1002,"Myślę, że widzieliśmy w różnych mediach inne bardziej gorszące rzeczy, które spotykamy na różnych innych marszach.","W mediach są inne, bardziej gorszące rzeczy niż rozczłonkowane ludzkie płody.",1003,"Dla mnie bardzo nieodpowiednie były marsze w dwa tysiące dwudziestym roku, były ogromnie wulgarne.","Bardzo nieodpowiednie były marsze w dwa tysiące dwudziestym roku, były ogromnie wulgarne.",,,,,,,,,,,,,,,,,,,,,
MS,1003,"Dla mnie bardzo nieodpowiednie były marsze w dwa tysiące dwudziestym roku, były ogromnie wulgarne.",Bardzo nieodpowiednie były marsze w dwa tysiące dwudziestym roku.,1003,"Dla mnie bardzo nieodpowiednie były marsze w dwa tysiące dwudziestym roku, były ogromnie wulgarne.",Były ogromnie wulgarne.,1004,"Sama miałam w mojej miejscowości marsz, który w zasadzie skupiał się tylko do przeklinania na ulicy i, a potem wielu telefonów mieszkańców, którzy byli wręcz wystraszeni tym, co się działo na tej ulicy.","Miałam w mojej miejscowości marsz, który w zasadzie skupiał się tylko do przeklinania na ulicy i, a potem wielu telefonów mieszkańców, którzy byli wręcz wystraszeni tym, co się działo na tej ulicy.",,,,,,,,,,,,,,,,,,
MS,1008,"Natomiast tu, jeżeli chodzi o dzieci, to jestem przeciwna, żeby dzieci na to patrzyły.","Jestem przeciwna, żeby dzieci patrzyły na wulgarne obrazy, mimo że jest prawo do demonstracji.",1007,"Jeżeli jest prawo do demonstracji, to zarówno jedna, jak i druga strona ma to prawo.","Jeżeli jest prawo do demonstracji, to zarówno jedna, jak i druga strona ma to prawo.",,,,,,,,,,,,,,,,,,,,,
MS,1013,"Odpowiadając na pytanie, co w sytuacji, w której to mężczyzna nie chce mieć dziecka, a kobieta, to było taki termin, myślę że już dosyć nieaktualne, ale no używane potocznie „wrobienia w dziecko”.","Był nieaktualny, używany potocznie termin - „wrobienie w dziecko”.",1016,"No myślę, że to już jest naprawdę rzadko spotykane, ale miałam krótko, więc nie nie róbmy odboczki.",jest naprawdę rzadko spotykane zjawisko.,,,,,,,,,,,,,,,,,,,,,
MS,1018,Czyli w takiej sytuacji mamy do czynienia z oszustwem i jest to ewentualnie podstawą do… w niektórych krajach jest to traktowane na równi z gwałtem.,W takiej sytuacji mamy do czynienia z oszustwem i jest to ewentualnie podstawą do traktowane na równi z gwałtem.,1017,"Jeżeli kobieta deklaruje, że stosuje antykoncepcję i to jest nieprawdą, i oszukuje swojego partnera, to wówczas jest to taka sama sytuacja jak tak zwany „stealthing”, czyli wtedy kiedy partner mówi, że, no, stosuje antykoncepcję mechaniczną, a w trakcie, no, jej się, jej się pozbywa, oszukuje partnerkę.","Jeżeli kobieta deklaruje, że stosuje antykoncepcję i to jest nieprawdą, i oszukuje swojego partnera, to wówczas jest to taka sama sytuacja jak tak zwany „stealthing”, czyli wtedy kiedy partner mówi, że, stosuje antykoncepcję mechaniczną, a w trakcie jej się pozbywa, oszukuje partnerkę.",1019,"Możemy tu rozmawiać o kategoriach prawnych, natomiast jest pole do dyskusji, żeby wtedy ewentualnie wyłączyć się z obowiązku świadczenia alimentacyjnego, gdyż doszło do zapłodnienia w drodze…","Jest pole do dyskusji, żeby wtedy ewentualnie wyłączyć się z obowiązku świadczenia alimentacyjnego, gdyż doszło do zapłodnienia w drodze oszustwa.",,,,,,,,,,,,,,,,,,
MI,1019,"Możemy tu rozmawiać o kategoriach prawnych, natomiast jest pole do dyskusji, żeby wtedy ewentualnie wyłączyć się z obowiązku świadczenia alimentacyjnego, gdyż doszło do zapłodnienia w drodze…",W przypadku jeżeli kobieta oszukała mężczyznę być może powinniśmy wprowadzić wyłączenie obowiązku alimentacyjnego.,1017,"Jeżeli kobieta deklaruje, że stosuje antykoncepcję i to jest nieprawdą, i oszukuje swojego partnera, to wówczas jest to taka sama sytuacja jak tak zwany „stealthing”, czyli wtedy kiedy partner mówi, że, no, stosuje antykoncepcję mechaniczną, a w trakcie, no, jej się, jej się pozbywa, oszukuje partnerkę.","Jeżeli kobieta deklaruje, że stosuje antykoncepcję i to jest nieprawdą to oszukuje swojego partnera.",1018,Czyli w takiej sytuacji mamy do czynienia z oszustwem i jest to ewentualnie podstawą do… w niektórych krajach jest to traktowane na równi z gwałtem.,W niektórych krajach takie oszustwo traktowane jest na równi z gwałtem.,,,,,,,,,,,,,,,,,,
HŁ,1024,Może na piśmie warto to zgłaszać.,Deklaracje o stosowaniu antykoncepcji należałoby przed stosunkiem zgłaszać na piśmie.,1045,"…jest potem łatwiej, łatwiejsze do, na przykład do udowodnienia jako oszustwo, prawda?",Oszustwo byłoby łatwiejsze do udowodnienia.,,,,,,,,,,,,,,,,,,,,,
MI,1024,Może na piśmie warto to zgłaszać.,Może warto zgłaszać swoje wspólne plany prokreacyjne na piśmie przed stosunkiem.,1024,Może na piśmie warto to zgłaszać.,"W ten sposób można uniknąć części oszustw i ""wrobień w dziecko"".",1045,"…jest potem łatwiej, łatwiejsze do, na przykład do udowodnienia jako oszustwo, prawda?",Oświadczenie spisane na piśmie jest łatwiejsze do udowodnienia jako oszustwo.,,,,,,,,,,,,,,,,,,
MI,1031,"Myślę, że w małżeństwie powinno być jednak zaufanie do siebie, bo inaczej (niezrozumiałe) z tego nie będzie.",Nie powinniśmy podejmować prób formalizacji takiej rzeczy jak prokreacja.,1031,"Myślę, że w małżeństwie powinno być jednak zaufanie do siebie, bo inaczej (niezrozumiałe) z tego nie będzie.",W małżeństwie ludzie powinni mieć do siebie zaufanie.,1050,"Naprawdę, mówmy też o tym, że jest miłość w tym wszystkim, że ludzie, większość ludzi, większość dzieci jednak jest chcianych.","Większość dzieci jednak jest chcianych, z miłości.",,,,,,,,,,,,,,,,,,
MS,1043,"Więc myślę, że to jest na piśmie…",Warto zgłaszać na piśmie deklaracje partnerów przed związkiem płciowym.,1040,"Ja bym chciała, żeby nie było takich problemów.","Ja bym chciała, żeby nie było takich problemów.",1037,"No to może też warto, żeby mieli ustalone, czy chcą mieć dziecko.","Warto, żeby mieli ustalone, czy chcą mieć dziecko.",1033,"…Jakaś zgoda, przynajmniej jeśli chodzi o prokreację.","Powinna być jakaś zgoda, przynajmniej jeśli chodzi o prokreację.",1045,"…jest potem łatwiej, łatwiejsze do, na przykład do udowodnienia jako oszustwo, prawda?","Jest potem łatwiej, na przykład do udowodnienia jako oszustwo.",,,,,,,,,,,,
DZ,1045,"…jest potem łatwiej, łatwiejsze do, na przykład do udowodnienia jako oszustwo, prawda?","Partnerzy w związku powinni mieć oświadczenia na piśmie, czy chcą mieć dzieci.",1045,"…jest potem łatwiej, łatwiejsze do, na przykład do udowodnienia jako oszustwo, prawda?",Potem łatwiej jest udowodnić oszustwo.,,,,,,,,,,,,,,,,,,,,,
DZ,1048,"Nie, nie, nie.","Partnerzy w związku nie powinni mieć oświadczeń na piśmie, czy chcą mieć dzieci.",1050,"Naprawdę, mówmy też o tym, że jest miłość w tym wszystkim, że ludzie, większość ludzi, większość dzieci jednak jest chcianych.",Większość dzieci jest chcianych.,,,,,,,,,,,,,,,,,,,,,
ZP,1052,"A większość, a z kolei większość aborcji dokonują kobiety, które już są matkami.","Większość aborcji dokonują kobiety, które już są matkami.",1053,Sześćdziesiąt jeden procent kobiet już ma przynajmniej jedno dziecko.,"Dane wskazują, że sześćdziesiąt jeden procent kobiet, które dokonują aborcji już ma przynajmniej jedno dziecko.",,,,,,,,,,,,,,,,,,,,,
MI,1078,"Dobrze, to ja będę… Tak ja mam pytanie, tylko mówię od dygresji, bo jeżeli pani Żukowska jest, pani nie musi odpowiadać, jeżeli pani Żukowska jest, jeżeli pani na przykład, bo kiedyś tam zadała pytanie, że księża powinni się tłumaczyć z tego skąd mają pieniądze, to wie pani co — nas pani zdanie nie obchodzi, dopóki w Kościele Katolickim kobiety nie będą mogli być księżmi, to pani zdanie jest nic niewarte.","Katolików nie obchodzi zdanie Pani Żukowskiej na temat tego, że księża powinni się tłumaczyć z tego skąd mają pieniądze.",1078,"Dobrze, to ja będę… Tak ja mam pytanie, tylko mówię od dygresji, bo jeżeli pani Żukowska jest, pani nie musi odpowiadać, jeżeli pani Żukowska jest, jeżeli pani na przykład, bo kiedyś tam zadała pytanie, że księża powinni się tłumaczyć z tego skąd mają pieniądze, to wie pani co — nas pani zdanie nie obchodzi, dopóki w Kościele Katolickim kobiety nie będą mogli być księżmi, to pani zdanie jest nic niewarte.",W Kościele Katolickim kobiety nie mogą być księżmi.,1078,"Dobrze, to ja będę… Tak ja mam pytanie, tylko mówię od dygresji, bo jeżeli pani Żukowska jest, pani nie musi odpowiadać, jeżeli pani Żukowska jest, jeżeli pani na przykład, bo kiedyś tam zadała pytanie, że księża powinni się tłumaczyć z tego skąd mają pieniądze, to wie pani co — nas pani zdanie nie obchodzi, dopóki w Kościele Katolickim kobiety nie będą mogli być księżmi, to pani zdanie jest nic niewarte.",Pani Żukowska jest kobietą.,,,,,,,,,,,,,,,,,,
MS,1078,"Dobrze, to ja będę… Tak ja mam pytanie, tylko mówię od dygresji, bo jeżeli pani Żukowska jest, pani nie musi odpowiadać, jeżeli pani Żukowska jest, jeżeli pani na przykład, bo kiedyś tam zadała pytanie, że księża powinni się tłumaczyć z tego skąd mają pieniądze, to wie pani co — nas pani zdanie nie obchodzi, dopóki w Kościele Katolickim kobiety nie będą mogli być księżmi, to pani zdanie jest nic niewarte.",Pani zdanie jest nic niewarte.,1078,"Dobrze, to ja będę… Tak ja mam pytanie, tylko mówię od dygresji, bo jeżeli pani Żukowska jest, pani nie musi odpowiadać, jeżeli pani Żukowska jest, jeżeli pani na przykład, bo kiedyś tam zadała pytanie, że księża powinni się tłumaczyć z tego skąd mają pieniądze, to wie pani co — nas pani zdanie nie obchodzi, dopóki w Kościele Katolickim kobiety nie będą mogli być księżmi, to pani zdanie jest nic niewarte.",Kobiety nie mogą być księżmi.,,,,,,,,,,,,,,,,,,,,,
MI,1086,"Najpierw do, bo… Panie nie dojdą do ładu, nikt nie dojdzie do ładu i trzeba by trzeba by powiedzieć, że tu trzeba znaleźć kompromis.",W sprawie aborcji trzeba znaleźć kompromis.,1086,"Najpierw do, bo… Panie nie dojdą do ładu, nikt nie dojdzie do ładu i trzeba by trzeba by powiedzieć, że tu trzeba znaleźć kompromis.","Panie nie dojdą do zgodny, nikt nikogo w temacie legalizacji aborcji nie przekona.",,,,,,,,,,,,,,,,,,,,,
WG,1088,"Ja rozmawiałem ze swoją żoną, ja rozmawiałem ze swoją teściową na ten, na temat aborcji, również z przyjacielem i bo my wszyscy mamy takie same zdanie, że jeżeli jest zagrożenie życia, jeżeli ta ciąża pochodzi właśnie z gwałtu, kazirodztwa, jeżeli, że te dziecko może się urodzić chore, to wtedy powinna być decyzja, czy kobieta chce urodzić, czy nie.","Jeżeli jest zagrożenie życia, jeżeli ciąża pochodzi z gwałtu, kazirodztwa, jeżeli dziecko może się urodzić chore, to wtedy powinna być możliwość decycji, czy kobieta chce urodzić, czy nie.",1088,"Ja rozmawiałem ze swoją żoną, ja rozmawiałem ze swoją teściową na ten, na temat aborcji, również z przyjacielem i bo my wszyscy mamy takie same zdanie, że jeżeli jest zagrożenie życia, jeżeli ta ciąża pochodzi właśnie z gwałtu, kazirodztwa, jeżeli, że te dziecko może się urodzić chore, to wtedy powinna być decyzja, czy kobieta chce urodzić, czy nie.","Rozmawiałem ze swoją żoną, ze swoją teściową, również z przyjacielem i my wszyscy mamy takie samo zdanie na temat aborcji, że jeżeli jest zagrożenie życia, jeżeli ciąża pochodzi z gwałtu, kazirodztwa, jeżeli  dziecko może się urodzić chore, to wtedy powinna być możliwość decycji, czy kobieta chce urodzić, czy nie.",,,,,,,,,,,,,,,,,,,,,
MS,1088,"Ja rozmawiałem ze swoją żoną, ja rozmawiałem ze swoją teściową na ten, na temat aborcji, również z przyjacielem i bo my wszyscy mamy takie same zdanie, że jeżeli jest zagrożenie życia, jeżeli ta ciąża pochodzi właśnie z gwałtu, kazirodztwa, jeżeli, że te dziecko może się urodzić chore, to wtedy powinna być decyzja, czy kobieta chce urodzić, czy nie.","My wszyscy mamy takie same zdanie, że jeżeli jest zagrożenie życia, jeżeli ta ciąża pochodzi z gwałtu, kazirodztwa, jeżeli, że te dziecko może się urodzić chore, to wtedy powinna być decyzja, czy kobieta chce urodzić, czy nie.",1089,"Tak jakby chyba tak, tak nawet był ten kompromis przed wyrokiem Trybunału.",Był kompromis przed wyrokiem Trybunału.,,,,,,,,,,,,,,,,,,,,,
